"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Valour Rift","Umbra Floors 1-7","Gauntlet String","-","11.41%","Unwavering Adventurer",38972
"Valour Rift","Umbra Floors 1-7","Gauntlet String","-","3.64%","Berzerker",38972
"Valour Rift","Umbra Floors 1-7","Gauntlet String","-","2.37%","Lumi-lancer",38972
"Valour Rift","Umbra Floors 1-7","Gauntlet String","-","46.84%","Floor Basic",38972
"Valour Rift","Umbra Floors 9-15","Gauntlet String","-","22.72%","Possessed Armaments",60131
"Valour Rift","Umbra Floors 9-15","Gauntlet String","-","18.70%","Bulwark of Ascent",60131
"Valour Rift","Umbra Floors 9-15","Gauntlet String","-","10.80%","Terrified Adventurer",60131
"Valour Rift","Umbra Floors 9-15","Gauntlet String","-","7.35%","Unwavering Adventurer",60131
"Valour Rift","Umbra Floors 9-15","Gauntlet String","-","2.30%","Berzerker",60131
"Valour Rift","Umbra Floors 9-15","Gauntlet String","-","1.50%","Lumi-lancer",60131
"Valour Rift","Umbra Floors 9-15","Gauntlet String","-","29.32%","Floor Basic",60131
"Valour Rift","Umbra Floors 9-15","Gauntlet String","-","7.29%","Floor Champion",60131
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","19.36%","Bulwark of Ascent",80404
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","10.70%","Possessed Armaments",80404
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","10.07%","Prestigious Adventurer",80404
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","9.86%","Terrified Adventurer",80404
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","6.61%","Unwavering Adventurer",80404
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","2.01%","Berzerker",80404
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","1.34%","Lumi-lancer",80404
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","26.80%","Floor Basic",80404
"Valour Rift","Umbra Floors 17-23","Gauntlet String","-","13.26%","Floor Champion",80404
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","19.99%","Bulwark of Ascent",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","8.15%","Soldier of the Shade",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","8.11%","Terrified Adventurer",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","5.48%","Prestigious Adventurer",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","5.44%","Unwavering Adventurer",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","3.31%","Possessed Armaments",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","1.63%","Berzerker",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","1.10%","Lumi-lancer",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","21.83%","Floor Basic",710312
"Valour Rift","Umbra Floors 25-31+","Gauntlet String","-","24.95%","Floor Champion",710312
"Valour Rift","Eclipse","Gauntlet String","-","100.00%","Shade of the Eclipse",1
"Valour Rift","Umbra Eclipse","Gauntlet String","-","100.00%","The Total Eclipse",1
