"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Floating Islands","Forgotten Island","Gouda","-","38.26%","Kite Flyer",860
"Floating Islands","Forgotten Island","Gouda","-","5.58%","Spry Sky Explorer",860
"Floating Islands","Forgotten Island","Gouda","-","3.60%","Spry Sky Seer",860
"Floating Islands","Forgotten Fortress","Cloud Cheesecake","-","35.64%","Spheric Diviner",13569
"Floating Islands","Forgotten Fortress","Cloud Cheesecake","-","24.25%","Spry Sky Seer",13569
"Floating Islands","Forgotten Fortress","Cloud Cheesecake","-","20.80%","Spry Sky Explorer",13569
"Floating Islands","Forgotten Fortress","Cloud Cheesecake","-","19.31%","Cumulost",13569
"Floating Islands","Hydro Island","Cloud Cheesecake","-","29.49%","Sky Surfer",36808
"Floating Islands","Hydro Island","Cloud Cheesecake","-","21.04%","Cute Cloud Conjurer",36808
"Floating Islands","Hydro Island","Cloud Cheesecake","-","19.84%","Nimbomancer",36808
"Floating Islands","Hydro Island","Cloud Cheesecake","-","18.84%","Kite Flyer",36808
"Floating Islands","Hydro Island","Cloud Cheesecake","-","10.79%","Daydreamer",36808
"Floating Islands","Hydro Island","SB+","-","44.81%","Kite Flyer",270
"Floating Islands","Hydro Island","SB+","-","42.22%","Daydreamer",270
"Floating Islands","Hydro Island","SB+","-","6.67%","Nimbomancer",270
"Floating Islands","Hydro Island","SB+","-","6.30%","Sky Surfer",270
"Floating Islands","Hydro Island","Gouda","-","48.59%","Daydreamer",778
"Floating Islands","Hydro Island","Gouda","-","42.54%","Kite Flyer",778
"Floating Islands","Hydro Island","Gouda","-","5.78%","Sky Surfer",778
"Floating Islands","Hydro Island","Gouda","-","3.08%","Nimbomancer",778
"Floating Islands","Hydro Hideaway","Cloud Cheesecake","-","34.15%","Mist Maker",16101
"Floating Islands","Hydro Hideaway","Cloud Cheesecake","-","24.63%","Sky Surfer",16101
"Floating Islands","Hydro Hideaway","Cloud Cheesecake","-","21.41%","Nimbomancer",16101
"Floating Islands","Hydro Hideaway","Cloud Cheesecake","-","19.81%","Cute Cloud Conjurer",16101
"Floating Islands","Hydro Hideaway","Gouda","-","55.74%","Daydreamer",122
"Floating Islands","Hydro Hideaway","Gouda","-","33.61%","Kite Flyer",122
"Floating Islands","Hydro Hideaway","Gouda","-","7.38%","Sky Surfer",122
"Floating Islands","Hydro Hideaway","Gouda","-","3.28%","Nimbomancer",122
"Floating Islands","Draconic Island","Cloud Cheesecake","-","29.54%","Lancer Guard",25228
"Floating Islands","Draconic Island","Cloud Cheesecake","-","20.93%","Dragonbreather",25228
"Floating Islands","Draconic Island","Cloud Cheesecake","-","19.66%","Tiny Dragonfly",25228
"Floating Islands","Draconic Island","Cloud Cheesecake","-","18.78%","Kite Flyer",25228
"Floating Islands","Draconic Island","Cloud Cheesecake","-","11.09%","Daydreamer",25228
"Floating Islands","Draconic Island","Gouda","-","52.25%","Daydreamer",356
"Floating Islands","Draconic Island","Gouda","-","39.61%","Kite Flyer",356
"Floating Islands","Draconic Island","Gouda","-","4.49%","Lancer Guard",356
"Floating Islands","Draconic Island","Gouda","-","3.65%","Tiny Dragonfly",356
"Floating Islands","Draconic Sanctuary","Cloud Cheesecake","-","34.55%","Regal Spearman",15731
"Floating Islands","Draconic Sanctuary","Cloud Cheesecake","-","24.29%","Lancer Guard",15731
"Floating Islands","Draconic Sanctuary","Cloud Cheesecake","-","21.36%","Tiny Dragonfly",15731
"Floating Islands","Draconic Sanctuary","Cloud Cheesecake","-","19.80%","Dragonbreather",15731
"Floating Islands","Law Island","Cloud Cheesecake","-","29.76%","Stack of Thieves",31056
"Floating Islands","Law Island","Cloud Cheesecake","-","20.67%","Lawbender",31056
"Floating Islands","Law Island","Cloud Cheesecake","-","19.60%","Devious Gentleman",31056
"Floating Islands","Law Island","Cloud Cheesecake","-","19.19%","Kite Flyer",31056
"Floating Islands","Law Island","Cloud Cheesecake","-","10.78%","Daydreamer",31056
"Floating Islands","Law Island","Gouda","-","54.87%","Daydreamer",226
"Floating Islands","Law Island","Gouda","-","34.51%","Kite Flyer",226
"Floating Islands","Law Island","Gouda","-","7.96%","Devious Gentleman",226
"Floating Islands","Law Island","Gouda","-","2.65%","Stack of Thieves",226
"Floating Islands","Law Garrison","Cloud Cheesecake","-","34.74%","Agent M",16588
"Floating Islands","Law Garrison","Cloud Cheesecake","-","24.30%","Stack of Thieves",16588
"Floating Islands","Law Garrison","Cloud Cheesecake","-","21.24%","Devious Gentleman",16588
"Floating Islands","Law Garrison","Cloud Cheesecake","-","19.72%","Lawbender",16588
"Floating Islands","Some Pirates","Sky Pirate Swiss","-","48.65%","Suave Pirate",2074
"Floating Islands","Some Pirates","Sky Pirate Swiss","-","31.29%","Cutthroat Pirate",2074
"Floating Islands","Some Pirates","Sky Pirate Swiss","-","20.06%","Cutthroat Cannoneer",2074
"Floating Islands","All Pirates","Sky Pirate Swiss","-","26.64%","Mairitime Pirate",912
"Floating Islands","All Pirates","Sky Pirate Swiss","-","19.08%","Admiral Cloudbeard",912
"Floating Islands","All Pirates","Sky Pirate Swiss","-","19.08%","Scarlet Revenger",912
"Floating Islands","All Pirates","Sky Pirate Swiss","-","14.80%","Cutthroat Pirate",912
"Floating Islands","All Pirates","Sky Pirate Swiss","-","11.07%","Suave Pirate",912
"Floating Islands","All Pirates","Sky Pirate Swiss","-","9.32%","Cutthroat Cannoneer",912
"Floating Islands","Sky Wardens","SB+","-","25.00%","Warden of Rain",4
"Floating Islands","Sky Wardens","SB+","-","25.00%","Warden of Fog",4
"Floating Islands","Sky Wardens","SB+","-","25.00%","Warden of Frost",4
"Floating Islands","Sky Wardens","SB+","-","25.00%","Warden of Wind",4
"Floating Islands","Sky Paragons","SB+","-","12.50%","Paragon of Strength",8
"Floating Islands","Sky Paragons","SB+","-","12.50%","Paragon of Shadow",8
"Floating Islands","Sky Paragons","SB+","-","12.50%","Paragon of Tactics",8
"Floating Islands","Sky Paragons","SB+","-","12.50%","Paragon of Arcane",8
"Floating Islands","Sky Paragons","SB+","-","12.50%","Paragon of Forgotten",8
"Floating Islands","Sky Paragons","SB+","-","12.50%","Paragon of Water",8
"Floating Islands","Sky Paragons","SB+","-","12.50%","Paragon of Dragons",8
"Floating Islands","Sky Paragons","SB+","-","12.50%","Paragon of the Lawless",8
"Floating Islands","Richard","Cloud Cheesecake","-","100.00%","Richard the Rich",1
